data,variavel,valor
2016-03-01,Média dos núcleos,0.5399999999999999
2016-03-01,P55,0.59
2016-04-01,DP,0.78
2016-04-01,EX0,0.43
2016-04-01,EX3,0.57
2016-04-01,MS,0.67
2016-04-01,Média dos núcleos,0.608
2016-04-01,P55,0.59
2016-05-01,DP,0.81
2016-05-01,EX0,0.5
2016-05-01,EX3,0.61
2016-05-01,MS,0.73
2016-05-01,Média dos núcleos,0.65
2016-05-01,P55,0.6
2016-06-01,DP,0.49
2016-06-01,EX0,0.29
2016-06-01,EX3,0.44
2016-06-01,MS,0.59
2016-06-01,Média dos núcleos,0.47400000000000003
2016-06-01,P55,0.56
2016-07-01,DP,0.53
2016-07-01,EX0,0.41
2016-07-01,EX3,0.38
2016-07-01,MS,0.51
2016-07-01,Média dos núcleos,0.44400000000000006
2016-07-01,P55,0.39
2016-08-01,DP,0.49
2016-08-01,EX0,0.54
2016-08-01,EX3,0.39
2016-08-01,MS,0.55
2016-08-01,Média dos núcleos,0.508
2016-08-01,P55,0.57
2016-09-01,DP,0.3
2016-09-01,EX0,0.16
2016-09-01,EX3,0.33
2016-09-01,MS,0.34
2016-09-01,Média dos núcleos,0.28400000000000003
2016-09-01,P55,0.29
2016-10-01,DP,0.4
2016-10-01,EX0,0.35
2016-10-01,EX3,0.32
2016-10-01,MS,0.4
2016-10-01,Média dos núcleos,0.37799999999999995
2016-10-01,P55,0.42
2016-11-01,DP,0.38
2016-11-01,EX0,0.35
2016-11-01,EX3,0.35
2016-11-01,MS,0.39
2016-11-01,Média dos núcleos,0.352
2016-11-01,P55,0.29
2016-12-01,DP,0.4
2016-12-01,EX0,0.53
2016-12-01,EX3,0.35
2016-12-01,MS,0.37
2016-12-01,Média dos núcleos,0.39
2016-12-01,P55,0.3
2017-01-01,DP,0.43
2017-01-01,EX0,0.27
2017-01-01,EX3,0.27
2017-01-01,MS,0.38
2017-01-01,Média dos núcleos,0.374
2017-01-01,P55,0.52
2017-02-01,DP,0.33
2017-02-01,EX0,0.54
2017-02-01,EX3,0.25
2017-02-01,MS,0.26
2017-02-01,Média dos núcleos,0.338
2017-02-01,P55,0.31
2017-03-01,DP,0.25
2017-03-01,EX0,0.14
2017-03-01,EX3,0.25
2017-03-01,MS,0.28
2017-03-01,Média dos núcleos,0.258
2017-03-01,P55,0.37
2017-04-01,DP,0.31
2017-04-01,EX0,0.29
2017-04-01,EX3,0.24
2017-04-01,MS,0.34
2017-04-01,Média dos núcleos,0.30000000000000004
2017-04-01,P55,0.32
2017-05-01,DP,0.18
2017-05-01,EX0,0.05
2017-05-01,EX3,0.24
2017-05-01,MS,0.23
2017-05-01,Média dos núcleos,0.20400000000000001
2017-05-01,P55,0.32
2017-06-01,DP,0.24
2017-06-01,EX0,0.22
2017-06-01,EX3,0.28
2017-06-01,MS,0.28
2017-06-01,Média dos núcleos,0.256
2017-06-01,P55,0.26
2017-07-01,DP,0.19
2017-07-01,EX0,0.11
2017-07-01,EX3,0.1
2017-07-01,MS,0.15
2017-07-01,Média dos núcleos,0.14200000000000002
2017-07-01,P55,0.16
2017-08-01,DP,0.24
2017-08-01,EX0,0.11
2017-08-01,EX3,0.15
2017-08-01,MS,0.26
2017-08-01,Média dos núcleos,0.21200000000000002
2017-08-01,P55,0.3
2017-09-01,DP,0.26
2017-09-01,EX0,0.37
2017-09-01,EX3,0.21
2017-09-01,MS,0.24
2017-09-01,Média dos núcleos,0.248
2017-09-01,P55,0.16
2017-10-01,DP,0.32
2017-10-01,EX0,0.34
2017-10-01,EX3,0.27
2017-10-01,MS,0.34
2017-10-01,Média dos núcleos,0.31400000000000006
2017-10-01,P55,0.3
2017-11-01,DP,0.19
2017-11-01,EX0,0.11
2017-11-01,EX3,0.13
2017-11-01,MS,0.2
2017-11-01,Média dos núcleos,0.174
2017-11-01,P55,0.24
2017-12-01,DP,0.49
2017-12-01,EX0,0.55
2017-12-01,EX3,0.39
2017-12-01,MS,0.46
2017-12-01,Média dos núcleos,0.458
2017-12-01,P55,0.4
2018-01-01,DP,0.19
2018-01-01,EX0,0.11
2018-01-01,EX3,-0.02
2018-01-01,MS,0.28
2018-01-01,Média dos núcleos,0.14200000000000002
2018-01-01,P55,0.15
2018-02-01,DP,0.25
2018-02-01,EX0,0.47
2018-02-01,EX3,0.12
2018-02-01,MS,0.25
2018-02-01,Média dos núcleos,0.25199999999999995
2018-02-01,P55,0.17
2018-03-01,DP,0.19
2018-03-01,EX0,0.1
2018-03-01,EX3,0.27
2018-03-01,MS,0.26
2018-03-01,Média dos núcleos,0.194
2018-03-01,P55,0.15
2018-04-01,DP,0.13
2018-04-01,EX0,0.04
2018-04-01,EX3,0.15
2018-04-01,MS,0.21
2018-04-01,Média dos núcleos,0.136
2018-04-01,P55,0.15
2018-05-01,DP,0.21
2018-05-01,EX0,-0.01
2018-05-01,EX3,0.18
2018-05-01,MS,0.22
2018-05-01,Média dos núcleos,0.182
2018-05-01,P55,0.31
2018-06-01,DP,0.58
2018-06-01,EX0,0.23
2018-06-01,EX3,0.25
2018-06-01,MS,0.42
2018-06-01,Média dos núcleos,0.38
2018-06-01,P55,0.42
2018-07-01,DP,0.36
2018-07-01,EX0,0.33
2018-07-01,EX3,0.2
2018-07-01,MS,0.36
2018-07-01,Média dos núcleos,0.31
2018-07-01,P55,0.3
2018-08-01,DP,0.17
2018-08-01,EX0,-0.02
2018-08-01,EX3,0.21
2018-08-01,MS,0.31
2018-08-01,Média dos núcleos,0.18
2018-08-01,P55,0.23
2018-09-01,DP,0.36
2018-09-01,EX0,0.39
2018-09-01,EX3,0.28
2018-09-01,MS,0.28
2018-09-01,Média dos núcleos,0.328
2018-09-01,P55,0.33
2018-10-01,DP,0.24
2018-10-01,EX0,0.28
2018-10-01,EX3,0.17
2018-10-01,MS,0.26
2018-10-01,Média dos núcleos,0.24000000000000005
2018-10-01,P55,0.25
2018-11-01,DP,0.07
2018-11-01,EX0,0.0
2018-11-01,EX3,-0.08
2018-11-01,MS,0.34
2018-11-01,Média dos núcleos,0.124
2018-11-01,P55,0.29
2018-12-01,DP,0.3
2018-12-01,EX0,0.52
2018-12-01,EX3,0.49
2018-12-01,MS,0.38
2018-12-01,Média dos núcleos,0.388
2018-12-01,P55,0.25
2019-01-01,DP,0.43
2019-01-01,EX0,0.26
2019-01-01,EX3,0.29
2019-01-01,MS,0.47
2019-01-01,Média dos núcleos,0.374
2019-01-01,P55,0.42
2019-02-01,DP,0.24
2019-02-01,EX0,0.27
2019-02-01,EX3,0.12
2019-02-01,MS,0.2
2019-02-01,Média dos núcleos,0.22000000000000003
2019-02-01,P55,0.27
2019-03-01,DP,0.37
2019-03-01,EX0,0.39
2019-03-01,EX3,0.24
2019-03-01,MS,0.33
2019-03-01,Média dos núcleos,0.33799999999999997
2019-03-01,P55,0.36
2019-04-01,DP,0.4
2019-04-01,EX0,0.35
2019-04-01,EX3,0.45
2019-04-01,MS,0.37
2019-04-01,Média dos núcleos,0.382
2019-04-01,P55,0.34
2019-05-01,DP,0.18
2019-05-01,EX0,-0.05
2019-05-01,EX3,0.22
2019-05-01,MS,0.29
2019-05-01,Média dos núcleos,0.18
2019-05-01,P55,0.26
2019-06-01,DP,0.2
2019-06-01,EX0,0.21
2019-06-01,EX3,0.29
2019-06-01,MS,0.2
2019-06-01,Média dos núcleos,0.21399999999999997
2019-06-01,P55,0.17
2019-07-01,DP,0.24
2019-07-01,EX0,0.16
2019-07-01,EX3,-0.08
2019-07-01,MS,0.18
2019-07-01,Média dos núcleos,0.13799999999999998
2019-07-01,P55,0.19
2019-08-01,DP,0.21
2019-08-01,EX0,0.15
2019-08-01,EX3,0.25
2019-08-01,MS,0.23
2019-08-01,Média dos núcleos,0.22000000000000003
2019-08-01,P55,0.26
2019-09-01,DP,0.08
2019-09-01,EX0,0.07
2019-09-01,EX3,0.17
2019-09-01,MS,0.13
2019-09-01,Média dos núcleos,0.10400000000000001
2019-09-01,P55,0.07
2019-10-01,DP,0.21
2019-10-01,EX0,0.23
2019-10-01,EX3,0.31
2019-10-01,MS,0.18
2019-10-01,Média dos núcleos,0.236
2019-10-01,P55,0.25
2019-11-01,DP,0.44
2019-11-01,EX0,0.17
2019-11-01,EX3,0.13
2019-11-01,MS,0.2
2019-11-01,Média dos núcleos,0.236
2019-11-01,P55,0.24
2019-12-01,DP,0.69
2019-12-01,EX0,0.55
2019-12-01,EX3,0.48
2019-12-01,MS,0.39
2019-12-01,Média dos núcleos,0.49399999999999994
2019-12-01,P55,0.36
2020-01-01,DP,0.31
2020-01-01,EX0,0.08
2020-01-01,EX3,0.11
2020-01-01,MS,0.39
2020-01-01,Média dos núcleos,0.258
2020-01-01,P55,0.4
2020-02-01,DP,0.25
2020-02-01,EX0,0.52
2020-02-01,EX3,0.25
2020-02-01,MS,0.25
2020-02-01,Média dos núcleos,0.292
2020-02-01,P55,0.19
2020-03-01,DP,0.12
2020-03-01,EX0,-0.1
2020-03-01,EX3,0.12
2020-03-01,MS,0.25
2020-03-01,Média dos núcleos,0.10400000000000001
2020-03-01,P55,0.13
2020-04-01,DP,-0.06
2020-04-01,EX0,-0.13
2020-04-01,EX3,-0.03
2020-04-01,MS,0.1
2020-04-01,Média dos núcleos,-0.013999999999999999
2020-04-01,P55,0.05
2020-05-01,DP,-0.06
2020-05-01,EX0,-0.27
2020-05-01,EX3,-0.13
2020-05-01,MS,0.02
2020-05-01,Média dos núcleos,-0.088
2020-05-01,P55,0.0
2020-06-01,DP,0.24
2020-06-01,EX0,-0.05
2020-06-01,EX3,-0.02
2020-06-01,MS,0.14
2020-06-01,Média dos núcleos,0.11200000000000002
2020-06-01,P55,0.25
2020-07-01,DP,0.17
2020-07-01,EX0,0.04
2020-07-01,EX3,0.02
2020-07-01,MS,0.11
2020-07-01,Média dos núcleos,0.12799999999999997
2020-07-01,P55,0.3
2020-08-01,DP,0.18
2020-08-01,EX0,-0.21
2020-08-01,EX3,0.1
2020-08-01,MS,0.13
2020-08-01,Média dos núcleos,0.096
2020-08-01,P55,0.28
2020-09-01,DP,0.21
2020-09-01,EX0,0.33
2020-09-01,EX3,0.36
2020-09-01,MS,0.19
2020-09-01,Média dos núcleos,0.27799999999999997
2020-09-01,P55,0.3
2020-10-01,DP,0.5
2020-10-01,EX0,0.72
2020-10-01,EX3,0.66
2020-10-01,MS,0.34
2020-10-01,Média dos núcleos,0.514
2020-10-01,P55,0.35
2020-11-01,DP,0.55
2020-11-01,EX0,0.49
2020-11-01,EX3,0.38
2020-11-01,MS,0.34
2020-11-01,Média dos núcleos,0.44000000000000006
2020-11-01,P55,0.44
2020-12-01,DP,0.66
2020-12-01,EX0,0.86
2020-12-01,EX3,0.6
2020-12-01,MS,0.39
2020-12-01,Média dos núcleos,0.65
2020-12-01,P55,0.74
2021-01-01,DP,0.48
2021-01-01,EX0,0.27
2021-01-01,EX3,0.56
2021-01-01,MS,0.4
2021-01-01,Média dos núcleos,0.446
2021-01-01,P55,0.52
2021-02-01,DP,0.52
2021-02-01,EX0,0.65
2021-02-01,EX3,0.45
2021-02-01,MS,0.38
2021-02-01,Média dos núcleos,0.508
2021-02-01,P55,0.54
2021-03-01,DP,0.53
2021-03-01,EX0,0.39
2021-03-01,EX3,0.41
2021-03-01,MS,0.35
2021-03-01,Média dos núcleos,0.41200000000000003
2021-03-01,P55,0.38
2021-04-01,DP,0.35
2021-04-01,EX0,0.24
2021-04-01,EX3,0.37
2021-04-01,MS,0.4
2021-04-01,Média dos núcleos,0.32599999999999996
2021-04-01,P55,0.27
2021-05-01,DP,0.57
2021-05-01,EX0,0.41
2021-05-01,EX3,0.51
2021-05-01,MS,0.57
2021-05-01,Média dos núcleos,0.5459999999999999
2021-05-01,P55,0.67
2021-06-01,DP,0.5
2021-06-01,EX0,0.45
2021-06-01,EX3,0.55
2021-06-01,MS,0.58
2021-06-01,Média dos núcleos,0.532
2021-06-01,P55,0.58
2021-07-01,DP,0.6
2021-07-01,EX0,0.68
2021-07-01,EX3,0.54
2021-07-01,MS,0.58
2021-07-01,Média dos núcleos,0.5880000000000001
2021-07-01,P55,0.54
2021-08-01,DP,0.7
2021-08-01,EX0,0.64
2021-08-01,EX3,0.62
2021-08-01,MS,0.68
2021-08-01,Média dos núcleos,0.6719999999999999
2021-08-01,P55,0.72
2021-09-01,DP,0.67
2021-09-01,EX0,0.8
2021-09-01,EX3,0.52
2021-09-01,MS,0.63
2021-09-01,Média dos núcleos,0.6839999999999999
2021-09-01,P55,0.8
2021-10-01,DP,0.92
2021-10-01,EX0,1.19
2021-10-01,EX3,0.92
2021-10-01,MS,0.84
2021-10-01,Média dos núcleos,0.954
2021-10-01,P55,0.9
2021-11-01,DP,0.71
2021-11-01,EX0,0.55
2021-11-01,EX3,0.23
2021-11-01,MS,0.72
2021-11-01,Média dos núcleos,0.61
2021-11-01,P55,0.84
2021-12-01,DP,0.82
2021-12-01,EX0,1.04
2021-12-01,EX3,1.22
2021-12-01,MS,0.89
2021-12-01,Média dos núcleos,0.898
2021-12-01,P55,0.52
2022-01-01,DP,0.89
2022-01-01,EX0,0.72
2022-01-01,EX3,1.04
2022-01-01,MS,1.06
2022-01-01,Média dos núcleos,0.874
2022-01-01,P55,0.66
2022-02-01,DP,0.93
2022-02-01,EX0,1.26
2022-02-01,EX3,1.0
2022-02-01,MS,0.94
2022-02-01,Média dos núcleos,0.9959999999999999
2022-02-01,P55,0.85
2022-03-01,DP,0.97
2022-03-01,EX0,0.76
2022-03-01,EX3,1.1
2022-03-01,MS,1.04
2022-03-01,Média dos núcleos,0.9800000000000001
2022-03-01,P55,1.03
2022-04-01,DP,0.94
2022-04-01,EX0,0.89
2022-04-01,EX3,0.94
2022-04-01,MS,1.01
2022-04-01,Média dos núcleos,0.95
2022-04-01,P55,0.97
2022-05-01,DP,0.86
2022-05-01,EX0,0.94
2022-05-01,EX3,1.06
2022-05-01,MS,0.98
2022-05-01,Média dos núcleos,0.93
2022-05-01,P55,0.81
2022-06-01,DP,0.93
2022-06-01,EX0,0.77
2022-06-01,EX3,1.01
2022-06-01,MS,0.97
2022-06-01,Média dos núcleos,0.892
2022-06-01,P55,0.78
2022-07-01,DP,0.41
2022-07-01,EX0,0.43
2022-07-01,EX3,0.63
2022-07-01,MS,0.62
2022-07-01,Média dos núcleos,0.526
2022-07-01,P55,0.54
2022-08-01,DP,0.43
2022-08-01,EX0,0.5
2022-08-01,EX3,1.1
2022-08-01,MS,0.64
2022-08-01,Média dos núcleos,0.664
2022-08-01,P55,0.65
2022-09-01,DP,0.21
2022-09-01,EX0,0.26
2022-09-01,EX3,0.69
2022-09-01,MS,0.39
2022-09-01,Média dos núcleos,0.41
2022-09-01,P55,0.5
2022-10-01,DP,0.49
2022-10-01,EX0,0.71
2022-10-01,EX3,0.71
2022-10-01,MS,0.46
2022-10-01,Média dos núcleos,0.554
2022-10-01,P55,0.4
2022-11-01,DP,0.34
2022-11-01,EX0,0.12
2022-11-01,EX3,0.28
2022-11-01,MS,0.38
2022-11-01,Média dos núcleos,0.324
2022-11-01,P55,0.5
2022-12-01,DP,0.61
2022-12-01,EX0,0.74
2022-12-01,EX3,1.02
2022-12-01,MS,0.49
2022-12-01,Média dos núcleos,0.662
2022-12-01,P55,0.45
2023-01-01,DP,0.66
2023-01-01,EX0,0.43
2023-01-01,EX3,0.33
2023-01-01,MS,0.49
2023-01-01,Média dos núcleos,0.516
2023-01-01,P55,0.67
2023-02-01,DP,0.76
2023-02-01,EX0,1.06
2023-02-01,EX3,0.64
2023-02-01,MS,0.48
2023-02-01,Média dos núcleos,0.7300000000000001
2023-02-01,P55,0.71
2023-03-01,DP,0.44
2023-03-01,EX0,0.26
2023-03-01,EX3,0.37
2023-03-01,MS,0.36
2023-03-01,Média dos núcleos,0.368
2023-03-01,P55,0.41
2023-04-01,DP,0.56
2023-04-01,EX0,0.47
2023-04-01,EX3,0.53
2023-04-01,MS,0.5
2023-04-01,Média dos núcleos,0.51
2023-04-01,P55,0.49
2023-05-01,DP,0.46
2023-05-01,EX0,0.08
2023-05-01,EX3,0.44
2023-05-01,MS,0.49
2023-05-01,Média dos núcleos,0.372
2023-05-01,P55,0.39
2023-06-01,DP,0.13
2023-06-01,EX0,0.13
2023-06-01,EX3,0.42
2023-06-01,MS,0.11
2023-06-01,Média dos núcleos,0.2
2023-06-01,P55,0.21
2023-07-01,DP,0.21
2023-07-01,EX0,0.2
2023-07-01,EX3,0.09
2023-07-01,MS,0.22
2023-07-01,Média dos núcleos,0.18
2023-07-01,P55,0.18
2023-08-01,DP,0.29
2023-08-01,EX0,0.18
2023-08-01,EX3,0.24
2023-08-01,MS,0.33
2023-08-01,Média dos núcleos,0.276
2023-08-01,P55,0.34
2023-09-01,DP,0.22
2023-09-01,EX0,0.22
2023-09-01,EX3,0.12
2023-09-01,MS,0.3
2023-09-01,Média dos núcleos,0.21599999999999997
2023-09-01,P55,0.22
2023-10-01,DP,0.22
2023-10-01,EX0,0.35
2023-10-01,EX3,0.14
2023-10-01,MS,0.31
2023-10-01,Média dos núcleos,0.258
2023-10-01,P55,0.27
2023-11-01,DP,0.2
2023-11-01,EX0,0.21
2023-11-01,EX3,-0.08
2023-11-01,MS,0.37
2023-11-01,Média dos núcleos,0.186
2023-11-01,P55,0.23
2023-12-01,DP,0.43
2023-12-01,EX0,0.47
2023-12-01,EX3,0.46
2023-12-01,MS,0.47
2023-12-01,Média dos núcleos,0.45
2023-12-01,P55,0.42
2024-01-01,DP,0.45
2024-01-01,EX0,0.16
2024-01-01,EX3,0.61
2024-01-01,MS,0.51
2024-01-01,Média dos núcleos,0.426
2024-01-01,P55,0.4
2024-02-01,DP,0.53
2024-02-01,EX0,0.73
2024-02-01,EX3,0.28
2024-02-01,MS,0.42
2024-02-01,Média dos núcleos,0.496
2024-02-01,P55,0.52
2024-03-01,DP,0.16
2024-03-01,EX0,0.01
2024-03-01,EX3,0.21
2024-03-01,MS,0.24
2024-03-01,Média dos núcleos,0.154
2024-03-01,P55,0.15
2024-04-01,DP,0.31
2024-04-01,EX0,0.11
2024-04-01,EX3,0.26
2024-04-01,MS,0.3
2024-04-01,Média dos núcleos,0.264
2024-04-01,P55,0.34
